序號	Unicode	CJK+Code	Hanzi	缺字	字次	覆蓋率‱	累加覆蓋率%	部首編號	部首	部首外筆畫數
9350	0-EC04	EC04			605	.00767	99.76379	0317	夊	17
9351	0-44D7		䓗		605	.00767	99.76387	0623	艸	8
9352	0-63AB		掫		605	.00767	99.76395	0404	手	8
9353	0-7D80		綀		605	.00767	99.76402	0603	糸	7
9354	0-6776		杶		605	.00767	99.7641	0415	木	4
9355	0-7A0F		稏		605	.00767	99.76418	0521	禾	8
9356	0-3D8F		㶏		604	.00766	99.76425	0425	水	16
9357	0-9D8B		鶋		603	.00765	99.76433	1102	鳥	8
9358	0-9EC1		黁		603	.00765	99.76441	1106	麻	9
9359	0-8478		葸		603	.00765	99.76448	0623	艸	9
9360	0-9299		銙		603	.00765	99.76456	0801	金	6
9361	0-7607		瘇		603	.00765	99.76464	0510	疒	9
9362	0-ECF1	ECF1			602	.00763	99.76471	0433	爿	5
9363	2-4F81	E1B4	𤾁		602	.00763	99.76479	0512	白	8
9364	0-81D0		臐		602	.00763	99.76486	0613	肉	14
9365	0-7936		礶		602	.00763	99.76494	0518	石	17
9366	0-9799		鞙		601	.00762	99.76502	0902	革	7
9367	0-579D		垝		601	.00762	99.76509	0303	土	6
9368	0-55CE		嗎		601	.00762	99.76517	0301	口	10
9369	0-7739		眹		601	.00762	99.76525	0515	目	6
9370	0-6252		扒		601	.00762	99.76532	0404	手	2
9371	0-8B3C		謼		601	.00762	99.7654	0703	言	11
9372	0-946E		鑮		601	.00762	99.76547	0801	金	16
9373	0-EA70	EA70			600	.00761	99.76555	0206	亻	16
9374	0-51F7		凷		600	.00761	99.76563	0211	凵	3
9375	0-4E8D		亍		600	.00761	99.7657	0201	二	2
9376	0-919E		醞		600	.00761	99.76578	0718	酉	10
9377	0-6833		栳		600	.00761	99.76585	0415	木	6
9378	0-9AA9		骩		599	.00759	99.76593	1002	骨	2
9379	0-7648		癈		599	.00759	99.76601	0510	疒	12
9380	0-7B28		笨		599	.00759	99.76608	0601	竹	5
9381	0-938B		鎋		599	.00759	99.76616	0801	金	10
9382	0-48B5		䢵		598	.00758	99.76623	0717	邑	4
9383	0-56E7		囧		598	.00758	99.76631	0302	囗	4
9384	0-942E		鐮		598	.00758	99.76639	0801	金	13
9385	0-839B		莛		598	.00758	99.76646	0623	艸	6
9386	0-EC1E	EC1E			597	.00757	99.76654	0413	日	13
9387	0-ECA8	ECA8			597	.00757	99.76661	0414	氵	12
9388	2-2346	EB89	𢍆		596	.00756	99.76669	0326	廾	6
9389	0-8435		萵		596	.00756	99.76676	0623	艸	8
9390	0-8458		葘		595	.00754	99.76684	0623	艸	9
9391	2-69A8	ECE6	𦦨		594	.00753	99.76691	0617	臼	12
9392	0-533C		匼		594	.00753	99.76699	0217	匸	6
9393	0-86B1		蚱		594	.00753	99.76707	0625	虫	5
9394	0-5551		啑		593	.00752	99.76714	0301	口	8
9395	2-6900	EDD7	𦤀		593	.00752	99.76722	0615	自	3
9396	0-8789		螉		593	.00752	99.76729	0625	虫	10
9397	0-871E		蜞		593	.00752	99.76737	0625	虫	8
9398	0-7AB5		窵		593	.00752	99.76744	0522	穴	11
9399	0-460C		䘌		592	.00751	99.76752	0625	虫	16
9400	0-7CBA		粺		592	.00751	99.76759	0602	米	8
9401	0-7E66		繦		592	.00751	99.76767	0603	糸	12
9402	0-4D0A		䴊		590	.00748	99.76774	1102	鳥	13
9403	0-55C8		嗈		590	.00748	99.76782	0301	口	10
9404	2-2822	EBBD	𢠢		590	.00748	99.76789	0401	心	11
9405	0-883A		蠺		590	.00748	99.76797	0625	虫	18
9406	0-80AD		肭		590	.00748	99.76804	0613	肉	4
9407	0-9A52		驒		589	.00747	99.76812	1001	馬	12
9408	0-7A2F		稯		589	.00747	99.76819	0521	禾	9
9409	0-EA8B	EA8B			588	.00746	99.76826	0217	刂	11
9410	0-38A0		㢠		588	.00746	99.76834	0325	廴	5
9411	0-6390		掐		588	.00746	99.76841	0404	手	8
9412	0-86B0		蚰		588	.00746	99.76849	0625	虫	5
9413	0-8B95		讕		587	.00744	99.76856	0703	言	17
9414	0-8B2A		謪		587	.00744	99.76864	0703	言	11
9415	0-6371		捱		587	.00744	99.76871	0404	手	8
9416	0-7FCF		翏		586	.00743	99.76879	0607	羽	5
9417	0-80D7		胗		586	.00743	99.76886	0613	肉	5
9418	0-EBFE	EBFE			585	.00742	99.76893	0317	夊	8
9419	2-3657	E512	𣙗		585	.00742	99.76901	0415	木	11
9420	0-8410		萐		585	.00742	99.76908	0623	艸	8
9421	0-62F2		拲		585	.00742	99.76916	0404	手	6
9422	0-706F		灯		585	.00742	99.76923	0426	火	2
9423	0-9AE5		髥		584	.0074	99.7693	1004	髟	4
9424	0-569E		嚞		584	.0074	99.76938	0301	口	15
9425	0-4E04		丄		584	.0074	99.76945	0101	一	1
9426	0-6293		抓		584	.0074	99.76953	0404	手	4
9427	0-84D8		蓘		584	.0074	99.7696	0623	艸	10
9428	0-3FD7		㿗		583	.00739	99.76967	0510	疒	16
9429	0-4FB2		侲		583	.00739	99.76975	0203	人	7
9430	0-40ED		䃭		583	.00739	99.76982	0518	石	13
9431	0-37A2		㞢		583	.00739	99.7699	0316	屮	1
9432	0-7330		猰		583	.00739	99.76997	0434	犬	9
9433	0-6E08		済		583	.00739	99.77004	0425	水	8
9434	0-8586		薆		583	.00739	99.77012	0623	艸	13
9435	0-4FCC		俌		582	.00738	99.77019	0203	人	7
9436	0-6A96		檖		582	.00738	99.77027	0415	木	12
9437	0-760F		瘏		582	.00738	99.77034	0510	疒	8
9438	0-9A54		驔		581	.00737	99.77041	1001	馬	12
9439	0-EF6A	EF6A			581	.00737	99.77049	0432	忄	8
9440	0-EAEA	EAEA			581	.00737	99.77056	0303	土	11
9441	0-EF34	EF34			581	.00737	99.77063	0808	門	8
9442	0-3C16		㰖		581	.00737	99.77071	0415	木	16
9443	0-6BE6		毦		581	.00737	99.77078	0422	毛	6
9444	0-9C12		鰒		580	.00735	99.77086	1101	魚	9
9445	0-5CA0		岠		580	.00735	99.77093	0317	山	4
9446	0-69BE		榾		580	.00735	99.771	0415	木	9
9447	0-869D		蚝		580	.00735	99.77108	0625	虫	4
9448	0-9C2D		鰭		579	.00734	99.77115	1101	魚	10
9449	0-554D		啍		579	.00734	99.77122	0301	口	8
9450	0-507C		偼		579	.00734	99.7713	0203	人	9
9451	0-4DC0	E4CE	䷀		579	.00734	99.77137	0101	一	5
9452	2-1D6F	EB4B	𡵯		579	.00734	99.77144	0317	山	4
9453	0-87C1		蟁		579	.00734	99.77152	0625	虫	11
9454	0-8835		蠵		579	.00734	99.77159	0625	虫	18
9455	0-7AB9		窹		578	.00733	99.77166	0522	穴	11
9456	0-EA9E	EA9E			577	.00732	99.77174	0201	十	11
9457	0-541A		吚		577	.00732	99.77181	0301	口	4
9458	0-82EA		苪		577	.00732	99.77188	0623	艸	5
9459	0-8935		褵		577	.00732	99.77196	0628	衣	10
9460	0-EDB7	EDB7			576	.0073	99.77203	0627	糸	9
9461	0-9AC6		髆		576	.0073	99.7721	1002	骨	10
9462	0-580C		堌		576	.0073	99.77217	0303	土	8
9463	0-93DD		鏝		576	.0073	99.77225	0801	金	11
9464	0-97B4		鞴		575	.00729	99.77232	0902	革	10
9465	0-EE06	EE06			575	.00729	99.77239	0625	卄	10
9466	0-3771		㝱		575	.00729	99.77247	0311	宀	17
9467	0-9746		靆		574	.00728	99.77254	0807	雨	15
9468	0-5446		呆		574	.00728	99.77261	0301	口	4
9469	0-874D		蝍		574	.00728	99.77268	0625	虫	7
9470	0-570A		圊		573	.00727	99.77276	0302	囗	8
9471	0-4AA5		䪥		573	.00727	99.77283	0904	韭	14
9472	0-4FF4		俴		572	.00725	99.7729	0203	人	8
9473	0-539E		厞		572	.00725	99.77298	0221	厂	8
9474	0-8A14		訔		572	.00725	99.77305	0703	言	3
9475	0-88A8		袨		572	.00725	99.77312	0628	衣	5
9476	0-8F5C		轜		572	.00725	99.77319	0713	車	14
9477	0-640A		搊		572	.00725	99.77327	0404	手	10
9478	0-973F		霿		571	.00724	99.77334	0807	雨	13
9479	0-5BE0		寠		571	.00724	99.77341	0311	宀	11
9480	0-7A45		穅		571	.00724	99.77348	0521	禾	11
9481	0-80F9		胹		571	.00724	99.77355	0613	肉	6
9482	0-6C3F		氿		571	.00724	99.77363	0425	水	2
9483	0-81A2		膢		571	.00724	99.7737	0613	肉	11
9484	0-673E		朾		571	.00724	99.77377	0415	木	2
9485	0-5503		唃		570	.00723	99.77384	0301	口	7
9486	0-5235		刵		570	.00723	99.77392	0212	刀	6
9487	0-8460		葠		570	.00723	99.77399	0623	艸	9
9488	0-EAF3	EAF3			569	.00721	99.77406	0320	彐	11
9489	0-42EB		䋫		569	.00721	99.77413	0603	糸	6
9490	0-5AF3		嫳		569	.00721	99.77421	0309	女	11
9491	2-416C	E54D	𤅬		569	.00721	99.77428	0425	水	22
9492	0-668F		暏		569	.00721	99.77435	0412	日	8
9493	0-742D		琭		569	.00721	99.77442	0502	玉	8
9494	0-8474		葴		569	.00721	99.77449	0623	艸	9
9495	0-8274		艴		569	.00721	99.77457	0622	色	5
9496	0-4DCA	E4D8	䷊		568	.0072	99.77464	0101	一	8
9497	2-048B	EA40	𠒋		568	.0072	99.77471	0204	儿	6
9498	0-97D7		韗		567	.00719	99.77478	0903	韋	9
9499	0-EA9D	EA9D			567	.00719	99.77485	0201	十	10
9500	0-4DCB	E4D9	䷋		567	.00719	99.77493	0101	一	8
9501	0-81B7		膷		567	.00719	99.775	0613	肉	11
9502	0-5A9E		媞		566	.00718	99.77507	0309	女	9
9503	0-82B4		芴		566	.00718	99.77514	0623	艸	4
9504	0-8E61		蹡		566	.00718	99.77521	0711	足	11
9505	0-8753		蝓		566	.00718	99.77528	0625	虫	9
9506	0-63FE		揾		566	.00718	99.77536	0404	手	9
9507	0-48DB		䣛		564	.00715	99.77543	0717	邑	11
9508	0-441C		䐜		564	.00715	99.7755	0613	肉	10
9509	0-8267		艧		564	.00715	99.77557	0620	舟	13
9510	2-3E62	EC99	𣹢		563	.00714	99.77564	0425	水	10
9511	0-4E80		亀		563	.00714	99.77571	0212	刀	9
9512	0-78FA		磺		563	.00714	99.77579	0518	石	11
9513	0-6C04		氄		563	.00714	99.77586	0422	毛	12
9514	0-F87E	F87E			562	.00713	99.77593	0210	儿	6
9515	0-4E3F		丿		562	.00713	99.776	0104	丿	0
9516	0-7D7F		絿		562	.00713	99.77607	0603	糸	7
9517	0-64EB		擫		562	.00713	99.77614	0404	手	14
9518	0-746B		瑫		562	.00713	99.77621	0502	玉	10
9519	0-70D5		烕		562	.00713	99.77628	0426	火	6
9520	0-5C88		岈		561	.00711	99.77636	0317	山	4
9521	0-560D		嘍		560	.0071	99.77643	0301	口	11
9522	0-3A8D		㪍		560	.0071	99.7765	0406	攴	7
9523	0-EABB	EABB			559	.00709	99.77657	0310	口	6
9524	0-5198		冘		559	.00709	99.77664	0208	冖	2
9525	0-7F3D		缽		559	.00709	99.77671	0604	缶	5
9526	0-8DC5		跅		559	.00709	99.77678	0711	足	5
9527	0-9F4F		齏		558	.00707	99.77685	1402	齊	9
9528	0-9429		鐩		558	.00707	99.77692	0801	金	12
9529	0-75CC		痌		558	.00707	99.77699	0510	疒	6
9530	0-85C7		藇		558	.00707	99.77706	0623	艸	13
9531	0-9A35		騵		557	.00706	99.77713	1001	馬	10
9532	2-5E6D	EDA3	𥹭		557	.00706	99.7772	0602	米	6
9533	0-8353		荓		557	.00706	99.77728	0623	艸	6
9534	0-9B9A		鮚		556	.00705	99.77735	1101	魚	6
9535	0-4995		䦕		556	.00705	99.77742	0803	門	6
9536	0-590A		夊		556	.00705	99.77749	0306	夊	0
9537	0-5A8D		媍		556	.00705	99.77756	0309	女	9
9538	0-802C		耬		556	.00705	99.77763	0610	耒	11
9539	0-717F		煿		556	.00705	99.7777	0426	火	10
9540	0-9A0D		騍		555	.00704	99.77777	1001	馬	8
9541	2-9739	EF07	𩜹		555	.00704	99.77784	0909	食	9
9542	0-58A2		墢		555	.00704	99.77791	0303	土	12
9543	2-A19F	EA1A	𪆟		555	.00704	99.77798	1102	鳥	12
9544	0-690F		椏		555	.00704	99.77805	0415	木	8
9545	0-9AFA		髺		554	.00702	99.77812	1004	髟	6
9546	0-5C9D		岝		554	.00702	99.77819	0317	山	5
9547	0-7F3B		缻		554	.00702	99.77826	0604	缶	4
9548	0-6F5A		潚		554	.00702	99.77833	0425	水	13
9549	0-5F30		弰		554	.00702	99.7784	0328	弓	7
9550	0-6EC0		滀		554	.00702	99.77847	0425	水	10
9551	0-ECA0	ECA0			553	.00701	99.77854	0414	氵	9
9552	0-7771		睱		553	.00701	99.77861	0515	目	9
9553	0-8F01		輁		553	.00701	99.77868	0713	車	6
9554	0-EE1E	EE1E			552	.007	99.77875	0625	卄	22
9555	0-97C7		韇		552	.007	99.77882	0902	革	15
9556	0-4DD2	E4E0	䷒		552	.007	99.77889	0101	一	9
9557	0-6935		椵		552	.007	99.77896	0415	木	9
9558	0-76B0		皰		552	.007	99.77903	0513	皮	5
9559	0-EC69	EC69			551	.00699	99.7791	2534	氵	5
9560	0-4120		䄠		551	.00699	99.77917	0519	示	13
9561	0-57F5		埵		551	.00699	99.77924	0303	土	8
9562	0-6DC8		淈		551	.00699	99.77931	0425	水	8
9563	0-7A09		稉		551	.00699	99.77938	0521	禾	7
9564	0-6461		摡		551	.00699	99.77945	0404	手	9
9565	0-6645		晅		551	.00699	99.77952	0412	日	6
9566	0-882F		蠯		551	.00699	99.77959	0625	虫	17
9567	0-4DE0	E4EE	䷠		550	.00697	99.77966	0101	一	7
9568	0-505D		偝		550	.00697	99.77973	0203	人	9
9569	0-7E06		縆		550	.00697	99.7798	0603	糸	9
9570	0-68C5		棅		550	.00697	99.77987	0415	木	8
9571	0-9597		閗		550	.00697	99.77994	0803	門	4
9572	0-83EA		菪		550	.00697	99.78001	0623	艸	8
9573	0-761B		瘛		550	.00697	99.78008	0510	疒	10
9574	0-769E		皞		550	.00697	99.78015	0512	白	10
9575	0-6B42		歂		549	.00696	99.78022	0416	欠	9
9576	0-8245		艅		549	.00696	99.78029	0620	舟	7
9577	0-675D		杝		549	.00696	99.78036	0415	木	3
9578	0-727C		牼		549	.00696	99.78043	0433	牛	7
9579	0-83C2		菂		548	.00695	99.7805	0623	艸	8
9580	0-88A2		袢		548	.00695	99.78057	0628	衣	5
9581	0-9CE6		鳦		547	.00694	99.78064	1102	鳥	1
9582	0-4D5F		䵟		547	.00694	99.78071	1203	黑	3
9583	0-6937		椷		547	.00694	99.78077	0415	木	9
9584	0-881C		蠜		546	.00692	99.78084	0625	虫	15
9585	0-9413		鐓		546	.00692	99.78091	0801	金	12
9586	0-6DE2		淢		546	.00692	99.78098	0425	水	8
9587	0-9407		鐇		546	.00692	99.78105	0801	金	12
9588	0-3684		㚄		545	.00691	99.78112	0304	士	10
9589	2-1537	EAE9	𡔷		545	.00691	99.78119	0304	士	11
9590	0-EE08	EE08			544	.0069	99.78126	0625	卄	11
9591	0-5125		儥		544	.0069	99.78133	0203	人	15
9592	0-4844		䡄		544	.0069	99.7814	0713	車	2
9593	0-4965		䥥		544	.0069	99.78147	0801	金	15
9594	2-8E97	EEE4	𨺗		544	.0069	99.78153	0804	阜	8
9595	0-690C		椌		544	.0069	99.7816	0415	木	8
9596	0-88F2		裲		544	.0069	99.78167	0628	衣	8
9597	0-7B01		笁		543	.00688	99.78174	0601	竹	3
9598	0-9959		饙		542	.00687	99.78181	0909	食	12
9599	0-5139		儹		542	.00687	99.78188	0203	人	19
9600	0-4E23		丣		542	.00687	99.78195	0101	一	6
9601	0-89F5		觵		542	.00687	99.78202	0702	角	11
9602	0-8E38		踸		542	.00687	99.78208	0711	足	9
9603	0-7A4A		穊		542	.00687	99.78215	0521	禾	9
9604	0-7373		獳		542	.00687	99.78222	0434	犬	14
9605	0-60AA		悪		542	.00687	99.78229	0401	心	7
9606	0-9B23		鬣		541	.00686	99.78236	1004	髟	15
9607	0-4DC1	E4CF	䷁		541	.00686	99.78243	0101	一	11
9608	2-3659	E0C2	𣙙		541	.00686	99.7825	0415	木	11
9609	2-7312	E5F0	𧌒		541	.00686	99.78257	0625	虫	8
9610	0-6938		椸		541	.00686	99.78263	0415	木	9
9611	0-531A		匚		540	.00685	99.7827	0216	匚	0
9612	0-9AE7		髧		539	.00683	99.78277	1004	髟	4
9613	0-9767		靧		539	.00683	99.78284	0901	面	12
9614	0-52BF		势		539	.00683	99.78291	0213	力	6
9615	0-9F69		齩		538	.00682	99.78298	1501	齒	6
9616	0-98E9		飩		538	.00682	99.78304	0909	食	4
9617	0-56C5		囅		538	.00682	99.78311	0301	口	19
9618	0-93B8		鎸		538	.00682	99.78318	0801	金	10
9619	0-65DE		旞		538	.00682	99.78325	0410	方	14
9620	0-EC9A	EC9A			537	.00681	99.78332	0414	氵	10
9621	0-4DD7	E4E5	䷗		537	.00681	99.78338	0101	一	10
9622	2-32CC	E87D	𣋌		537	.00681	99.78345	0412	日	13
9623	0-53D8		变		537	.00681	99.78352	0223	又	6
9624	0-80FB		胻		537	.00681	99.78359	0613	肉	6
9625	0-7A67		穧		536	.0068	99.78366	0521	禾	14
9626	0-8AD3		諓		536	.0068	99.78372	0703	言	8
9627	0-5701		圁		535	.00678	99.78379	0302	囗	7
9628	0-55C9		嗉		535	.00678	99.78386	0301	口	10
9629	0-967B		陻		535	.00678	99.78393	0804	阜	9
9630	0-6E32		渲		535	.00678	99.784	0425	水	9
9631	0-88D3		裓		535	.00678	99.78406	0628	衣	7
9632	0-EE9F	EE9F			534	.00677	99.78413	0714	辶	7
9633	0-9BEA		鯪		534	.00677	99.7842	1101	魚	8
9634	0-66EE		曮		534	.00677	99.78427	0412	日	19
9635	0-8D76		赶		534	.00677	99.78433	0710	走	3
9636	0-6A4A		橊		534	.00677	99.7844	0415	木	12
9637	0-707A		灺		534	.00677	99.78447	0426	火	3
9638	0-72CC		狌		534	.00677	99.78454	0434	犬	5
9639	0-9DFD		鷽		533	.00676	99.78461	1102	鳥	13
9640	0-7F7F		罿		533	.00676	99.78467	0605	网	12
9641	0-8856		衖		533	.00676	99.78474	0627	行	9
9642	0-7C4A		籊		533	.00676	99.78481	0601	竹	14
9643	0-5BD1		寑		532	.00675	99.78488	0311	宀	9
9644	2-6222	EA35	𦈢		532	.00675	99.78494	0604	缶	0
9645	0-5443		呃		532	.00675	99.78501	0301	口	4
9646	0-626E		扮		532	.00675	99.78508	0404	手	4
9647	0-5EAA		庪		532	.00675	99.78515	0324	广	7
9648	0-87EF		蟯		532	.00675	99.78521	0625	虫	12
9649	2-0201	EA4C	𠈁		531	.00673	99.78528	0203	人	5
9650	0-4F98		侘		531	.00673	99.78535	0203	人	6
9651	0-92BC		銼		531	.00673	99.78542	0801	金	7
9652	0-74BA		璺		531	.00673	99.78548	0502	玉	15
9653	0-ECE8	ECE8			530	.00672	99.78555	0429	火	14
9654	0-69A7		榧		530	.00672	99.78562	0415	木	10
9655	0-62F6		拶		530	.00672	99.78568	0404	手	6
9656	0-E7A0	E7A0			529	.00671	99.78575	0625	卄	3
9657	0-9B33		鬳		529	.00671	99.78582	1007	鬲	6
9658	0-5AEE		嫮		529	.00671	99.78589	0309	女	11
9659	0-537A		卺		529	.00671	99.78595	0220	卩	6
9660	0-8920		褠		529	.00671	99.78602	0628	衣	10
9661	0-6F91		澑		529	.00671	99.78609	0425	水	12
9662	0-6AF8		櫸		529	.00671	99.78615	0415	木	16
9663	0-6C33		氳		529	.00671	99.78622	0424	气	10
9664	0-77AB		瞫		529	.00671	99.78629	0515	目	12
9665	0-EEFC	EEFC			528	.00669	99.78635	0902	頁	5
9666	2-859A	EEB1	𨖚		528	.00669	99.78642	0716	辵	11
9667	0-9DDE		鷞		527	.00668	99.78649	1102	鳥	11
9668	0-5953		奓		527	.00668	99.78656	0308	大	6
9669	0-6AD5		櫕		527	.00668	99.78662	0415	木	15
9670	0-9AC3		髃		526	.00667	99.78669	1002	骨	9
9671	0-EBC6	EBC6			526	.00667	99.78676	0432	忄	13
9672	0-ED41	ED41			526	.00667	99.78682	0504	目	6
9673	0-8459		葙		526	.00667	99.78689	0623	艸	9
9674	0-7A4B		穋		526	.00667	99.78696	0521	禾	11
9675	0-EEB2	EEB2			525	.00666	99.78702	0714	辶	11
9676	0-9B05		鬅		525	.00666	99.78709	1004	髟	8
9677	0-65CA		旊		525	.00666	99.78716	0410	方	6
9678	0-6282		抂		525	.00666	99.78722	0404	手	4
9679	0-7D85		綅		525	.00666	99.78729	0603	糸	7
9680	0-90D9		郙		525	.00666	99.78735	0717	邑	7
9681	0-9B25		鬥		524	.00664	99.78742	1005	鬥	0
9682	2-1C25	E08B	𡰥		524	.00664	99.78749	0315	尸	2
9683	2-2DCE	E893	𢷎		524	.00664	99.78755	0404	手	14
9684	0-85D8		藘		524	.00664	99.78762	0623	艸	15
9685	0-9B48		魈		523	.00663	99.78769	1008	鬼	7
9686	2-03A5	EA6A	𠎥		523	.00663	99.78775	0203	人	12
9687	0-7CD9		糙		523	.00663	99.78782	0602	米	10
9688	0-8E33		踳		522	.00662	99.78789	0711	足	9
9689	0-83FB		菻		522	.00662	99.78795	0623	艸	8
9690	0-96FA		雺		522	.00662	99.78802	0807	雨	5
9691	0-7964		祤		522	.00662	99.78808	0519	示	6
9692	0-ED92	ED92			521	.00661	99.78815	0614		8
9693	0-525A		剚		521	.00661	99.78822	0212	刀	8
9694	0-82A7		芧		521	.00661	99.78828	0623	艸	4
9695	0-616B		慫		521	.00661	99.78835	0401	心	11
9696	0-68A1		梡		521	.00661	99.78841	0415	木	7
9697	0-8893		袓		521	.00661	99.78848	0628	衣	5
9698	0-6D34		洴		521	.00661	99.78855	0425	水	6
9699	0-8FCB		迋		521	.00661	99.78861	0716	辵	4
9700	0-8341		荁		520	.00659	99.78868	0623	艸	6
9701	0-7D9F		綟		520	.00659	99.78874	0603	糸	8
9702	0-45EB		䗫		519	.00658	99.78881	0625	虫	11
9703	0-5124		儤		519	.00658	99.78888	0203	人	15
9704	0-6704		朄		519	.00658	99.78894	0413	曰	9
9705	0-74B8		璸		519	.00658	99.78901	0502	玉	14
9706	0-634F		捏		519	.00658	99.78907	0404	手	7
9707	0-673C		朼		519	.00658	99.78914	0415	木	2
9708	0-6BE3		毣		519	.00658	99.78921	0422	毛	6
9709	0-5399		厙		518	.00657	99.78927	0221	厂	7
9710	0-8479		葹		518	.00657	99.78934	0623	艸	9
9711	0-71B8		熸		518	.00657	99.7894	0426	火	12
9712	0-698E		榎		518	.00657	99.78947	0415	木	10
9713	0-4DEB	E4F9	䷫		517	.00656	99.78953	0101	一	6
9714	0-4DC2	E4D0	䷂		517	.00656	99.7896	0101	一	9
9715	0-4189		䆉		517	.00656	99.78966	0521	禾	15
9716	0-4DD3	E4E1	䷓		517	.00656	99.78973	0101	一	9
9717	0-8019		耙		517	.00656	99.7898	0610	耒	4
9718	0-509C		傜		516	.00654	99.78986	0203	人	10
9719	0-8814		蠔		516	.00654	99.78993	0625	虫	14
9720	0-8D71		赱		516	.00654	99.78999	0710	走	0
9721	0-667E		晾		516	.00654	99.79006	0412	日	8
9722	0-7E95		纕		516	.00654	99.79012	0603	糸	17
9723	0-9E16		鸖		515	.00653	99.79019	1102	鳥	16
9724	0-4DD6	E4E4	䷖		515	.00653	99.79025	0101	一	10
9725	0-523E		刾		515	.00653	99.79032	0212	刀	6
9726	0-4DE1	E4EF	䷡		515	.00653	99.79038	0101	一	7
9727	0-6FC9		濉		515	.00653	99.79045	0425	水	13
9728	0-6336		挶		515	.00653	99.79051	0404	手	7
9729	0-80CD		胍		515	.00653	99.79058	0613	肉	5
9730	0-648F		撏		515	.00653	99.79065	0404	手	12
9731	0-9D6F		鵯		514	.00652	99.79071	1102	鳥	8
9732	0-EAA4	EAA4			514	.00652	99.79078	0202	厂	17
9733	0-4DEA	E4F8	䷪		514	.00652	99.79084	0101	一	6
9734	0-5D55		嵕		514	.00652	99.79091	0317	山	9
9735	2-19D3	EB27	𡧓		514	.00652	99.79097	0311	宀	4
9736	0-68F0		棰		514	.00652	99.79104	0415	木	8
9737	0-8751		蝑		514	.00652	99.7911	0625	虫	9
9738	0-67EE		柮		514	.00652	99.79117	0415	木	5
9739	0-5808		堈		513	.0065	99.79123	0303	土	8
9740	0-5C17		尗		513	.0065	99.7913	0313	小	3
9741	2-558E	ED5C	𥖎		513	.0065	99.79136	0518	石	12
9742	0-913E		鄾		513	.0065	99.79143	0717	邑	15
9743	0-86A7		蚧		513	.0065	99.79149	0625	虫	4
9744	0-8C9B		貛		513	.0065	99.79156	0707	豸	17
9745	0-7A1E		稞		513	.0065	99.79162	0521	禾	8
9746	0-7F7C		罼		513	.0065	99.79169	0605	网	10
9747	0-62D5		拕		513	.0065	99.79175	0404	手	5
9748	0-63E5		揥		512	.00649	99.79182	0404	手	9
9749	0-8A40		詀		512	.00649	99.79188	0703	言	5
9750	0-7C94		粔		512	.00649	99.79195	0602	米	4
9751	0-5F38		弸		512	.00649	99.79201	0328	弓	8
9752	0-6C9C		沜		512	.00649	99.79208	0425	水	4
9753	0-9EA8		麨		511	.00648	99.79214	1105	麥	4
9754	0-9B0B		鬋		511	.00648	99.79221	1004	髟	9
9755	0-9D25		鴥		511	.00648	99.79227	1102	鳥	5
9756	0-3AC3		㫃		511	.00648	99.79234	0410	方	2
9757	2-3A9E	ED30	𣪞		511	.00648	99.7924	0419	殳	8
9758	0-EA7D	EA7D			510	.00647	99.79247	0213	冫	7
9759	0-7CC1		糁		510	.00647	99.79253	0602	米	8
9760	0-8E69		蹩		510	.00647	99.79259	0711	足	11
9761	0-7333		猳		510	.00647	99.79266	0434	犬	9
9762	0-9826		頦		509	.00645	99.79272	0906	頁	6
9763	0-5852		塒		509	.00645	99.79279	0303	土	10
9764	0-477F		䝿		509	.00645	99.79285	0708	貝	8
9765	2-62B0	EC2B	𦊰		509	.00645	99.79292	0605	网	6
9766	0-57FC		埼		509	.00645	99.79298	0303	土	8
9767	0-64A3		撣		509	.00645	99.79305	0404	手	12
9768	0-7DCE		緎		509	.00645	99.79311	0603	糸	8
9769	0-6991		榑		509	.00645	99.79318	0415	木	10
9770	0-EB3F	EB3F			508	.00644	99.79324	0307	尢	10
9771	0-5970		奰		508	.00644	99.7933	0308	大	15
9772	2-A120	ECC1	𪄠		508	.00644	99.79337	1102	鳥	10
9773	0-672E		朮		508	.00644	99.79343	0415	木	1
9774	0-8761		蝡		508	.00644	99.7935	0625	虫	9
9775	0-6AD1		櫑		508	.00644	99.79356	0415	木	15
9776	0-45F6		䗶		507	.00643	99.79363	0625	虫	12
9777	0-3D78		㵸		507	.00643	99.79369	0425	水	14
9778	0-7603		瘃		507	.00643	99.79375	0510	疒	8
9779	0-72B5		犵		507	.00643	99.79382	0434	犬	3
9780	0-90C9		郉		507	.00643	99.79388	0717	邑	6
9781	0-6C79		汹		507	.00643	99.79395	0425	水	4
9782	0-535D		卝		506	.00642	99.79401	0219	卜	2
9783	0-9139		鄹		506	.00642	99.79408	0717	邑	14
9784	0-57FF		埿		505	.0064	99.79414	0303	土	8
9785	0-7367		獧		505	.0064	99.7942	0434	犬	13
9786	0-7499		璙		505	.0064	99.79427	0502	玉	12
9787	0-6F30		漰		505	.0064	99.79433	0425	水	11
9788	0-3D36		㴶		504	.00639	99.7944	0425	水	10
9789	2-1C48	EB41	𡱈		504	.00639	99.79446	0315	尸	5
9790	0-876A		蝪		504	.00639	99.79452	0625	虫	9
9791	0-8FE9		迩		504	.00639	99.79459	0716	辵	5
9792	0-6DDC		淜		504	.00639	99.79465	0425	水	8
9793	0-98C3		飃		503	.00638	99.79472	0907	風	11
