序號	Unicode	CJK+Code	Hanzi	缺字	字次	覆蓋率‱	累加覆蓋率%	部首編號	部首	部首外筆畫數
9794	0-4116		䄖		503	.00638	99.79478	0519	示	9
9795	2-4386	ECDB	𤎆		503	.00638	99.79484	0426	火	11
9796	0-747A		瑺		503	.00638	99.79491	0502	玉	11
9797	0-852B		蔫		503	.00638	99.79497	0623	艸	11
9798	0-99D3		駓		502	.00636	99.79503	1001	馬	5
9799	0-506D		偭		502	.00636	99.7951	0203	人	9
9800	0-4DDB	E4E9	䷛		502	.00636	99.79516	0101	一	7
9801	0-4DE5	E4F3	䷥		502	.00636	99.79523	0101	一	7
9802	0-4EDF		仟		502	.00636	99.79529	0203	人	3
9803	0-972E		霮		501	.00635	99.79535	0807	雨	12
9804	0-55AD		喭		501	.00635	99.79542	0301	口	9
9805	0-7B35		笵		501	.00635	99.79548	0601	竹	5
9806	0-7D3D		紽		501	.00635	99.79554	0603	糸	5
9807	0-6910		椐		501	.00635	99.79561	0415	木	8
9808	0-7CB5		粵		501	.00635	99.79567	0602	米	7
9809	0-9DD5		鷕		500	.00634	99.79573	1102	鳥	11
9810	0-8E6E		蹮		500	.00634	99.7958	0711	足	12
9811	0-739F		玟		500	.00634	99.79586	0502	玉	4
9812	0-55C4		嗄		499	.00633	99.79592	0301	口	10
9813	0-3E40		㹀		499	.00633	99.79599	0433	牛	7
9814	0-57D5		埕		499	.00633	99.79605	0303	土	7
9815	0-68B4		梴		499	.00633	99.79611	0415	木	6
9816	0-6A47		橇		499	.00633	99.79618	0415	木	12
9817	0-651B		攛		499	.00633	99.79624	0404	手	18
9818	0-EEE7	EEE7			498	.00631	99.7963	0806	阝	12
9819	2-0AE4	E7CE	𠫤		498	.00631	99.79637	0222	厶	4
9820	0-4635		䘵		498	.00631	99.79643	0628	衣	8
9821	2-0707	EA86	𠜇		498	.00631	99.79649	0212	刀	6
9822	0-7134		焴		498	.00631	99.79656	0426	火	8
9823	0-8177		腷		498	.00631	99.79662	0613	肉	9
9824	0-791A		礚		498	.00631	99.79668	0518	石	13
9825	0-7829		砩		498	.00631	99.79674	0518	石	5
9826	0-8EA9		躩		498	.00631	99.79681	0711	足	20
9827	0-92D9		鋙		498	.00631	99.79687	0801	金	7
9828	0-9902		餂		497	.0063	99.79693	0909	食	6
9829	0-5662		噢		497	.0063	99.797	0301	口	12
9830	0-50AA		傪		497	.0063	99.79706	0203	人	11
9831	0-8691		蚑		497	.0063	99.79712	0625	虫	4
9832	0-8931		褱		497	.0063	99.79719	0628	衣	10
9833	0-E790	E790			496	.00629	99.79725	0625	卄	5
9834	2-5E24	F18A	𥸤		496	.00629	99.79731	0601	竹	23
9835	0-7BE6		篦		496	.00629	99.79737	0601	竹	10
9836	0-8C98		貘		496	.00629	99.79744	0707	豸	10
9837	0-EB37	EB37			495	.00628	99.7975	0319	宀	13
9838	0-ED13	ED13			495	.00628	99.79756	0401	王	13
9839	0-4DC7	E4D5	䷇		495	.00628	99.79763	0101	一	10
9840	0-77C9		矉		495	.00628	99.79769	0515	目	14
9841	0-81CB		臋		495	.00628	99.79775	0613	肉	13
9842	0-642A		搪		495	.00628	99.79781	0404	手	10
9843	0-9AB4		骴		494	.00626	99.79788	1002	骨	6
9844	0-52F9		勹		494	.00626	99.79794	0214	勹	0
9845	0-4F4B		佋		494	.00626	99.798	0203	人	5
9846	2-493D	E9C7	𤤽		494	.00626	99.79806	0502	玉	6
9847	0-4225		䈥		494	.00626	99.79813	0601	竹	9
9848	0-39FE		㧾		494	.00626	99.79819	0404	手	8
9849	0-7887		碇		494	.00626	99.79825	0518	石	8
9850	0-9950		饐		493	.00625	99.79832	0909	食	12
9851	2-01CD	EA48	𠇍		493	.00625	99.79838	0203	人	4
9852	0-5545		啅		493	.00625	99.79844	0301	口	8
9853	0-8C56		豖		493	.00625	99.7985	0706	豕	1
9854	0-7462		瑢		493	.00625	99.79857	0502	玉	10
9855	0-56DF		囟		492	.00624	99.79863	0302	囗	3
9856	2-28BD	EBC5	𢢽		492	.00624	99.79869	0401	心	13
9857	0-3B07		㬇		492	.00624	99.79875	0412	日	7
9858	0-7225		爥		492	.00624	99.79881	0426	火	21
9859	0-63BA		掺		492	.00624	99.79888	0404	手	8
9860	0-6245		扅		492	.00624	99.79894	0403	戶	6
9861	0-5482		咂		491	.00623	99.799	0301	口	5
9862	0-735D		獝		491	.00623	99.79906	0434	犬	12
9863	0-9F91		龑		490	.00621	99.79913	1601	龍	4
9864	0-5470		呰		490	.00621	99.79919	0301	口	6
9865	0-8FD8		还		490	.00621	99.79925	0716	辵	4
9866	0-4DDD	E4EB	䷝		489	.0062	99.79931	0101	一	7
9867	0-552C		唬		489	.0062	99.79937	0301	口	8
9868	0-6303		挃		489	.0062	99.79944	0404	手	6
9869	0-88E9		裩		489	.0062	99.7995	0628	衣	8
9870	0-821D		舝		489	.0062	99.79956	0619	舛	12
9871	0-EA54	EA54			488	.00619	99.79962	0206	亻	6
9872	0-7FAD		羭		488	.00619	99.79968	0606	羊	9
9873	0-90F1		郱		488	.00619	99.79975	0717	邑	6
9874	0-9237		鈷		488	.00619	99.79981	0801	金	5
9875	0-73B9		玹		488	.00619	99.79987	0502	玉	5
9876	0-48CA		䣊		487	.00617	99.79993	0717	邑	8
9877	0-7075		灵		487	.00617	99.79999	0426	火	3
9878	0-6BF0		毰		487	.00617	99.80006	0422	毛	8
9879	0-EE34	EE34			486	.00616	99.80012	0609	虫	13
9880	2-499B	ED0D	𤦛		486	.00616	99.80018	0502	玉	8
9881	0-58D0		壐		486	.00616	99.80024	0303	土	14
9882	2-62A8	F81B	𦊨		486	.00616	99.8003	0605	网	5
9883	0-89F9		觹		486	.00616	99.80036	0702	角	12
9884	0-7602		瘂		486	.00616	99.80042	0510	疒	8
9885	0-99B1		馱		485	.00615	99.80049	1001	馬	3
9886	2-00B9	E73A	𠂹		485	.00615	99.80055	0104	丿	9
9887	0-5ADC		嫜		485	.00615	99.80061	0309	女	11
9888	0-8C5C		豜		485	.00615	99.80067	0706	豕	4
9889	0-82F6		苶		485	.00615	99.80073	0623	艸	5
9890	0-6637		昷		485	.00615	99.80079	0412	日	5
9891	0-6F59		潙		485	.00615	99.80086	0425	水	12
9892	0-6BF8		毸		485	.00615	99.80092	0422	毛	9
9893	0-993E		餾		484	.00614	99.80098	0909	食	10
9894	0-EB28	EB28			484	.00614	99.80104	0319	宀	5
9895	0-4DCC	E4DA	䷌		484	.00614	99.8011	0101	一	6
9896	0-7B2A		笪		484	.00614	99.80116	0601	竹	5
9897	0-7120		焠		484	.00614	99.80122	0426	火	8
9898	0-4DDA	E4E8	䷚		483	.00612	99.80128	0101	一	9
9899	0-5DAB		嶫		483	.00612	99.80135	0317	山	13
9900	0-4ECC		仌		483	.00612	99.80141	0203	人	2
9901	0-5209		刉		483	.00612	99.80147	0212	刀	3
9902	0-50E9		僩		483	.00612	99.80153	0203	人	12
9903	0-4F9C		侜		483	.00612	99.80159	0203	人	6
9904	0-6BFC		毼		483	.00612	99.80165	0422	毛	9
9905	2-1F40	E480	𡽀		482	.00611	99.80171	0317	山	13
9906	0-4DCD	E4DB	䷍		482	.00611	99.80177	0101	一	6
9907	0-4DFE	E50C	䷾		482	.00611	99.80184	0101	一	8
9908	0-4DD0	E4DE	䷐		482	.00611	99.8019	0101	一	8
9909	0-622D		戭		482	.00611	99.80196	0402	戈	11
9910	0-7ADC		竜		482	.00611	99.80202	0523	立	5
9911	0-8210		舐		482	.00611	99.80208	0618	舌	4
9912	0-7332		猲		481	.0061	99.80214	0434	犬	9
9913	0-8F25		輥		481	.0061	99.8022	0713	車	8
9914	0-7076		灶		481	.0061	99.80226	0426	火	3
9915	0-8DA0		趠		481	.0061	99.80232	0710	走	8
9916	0-5103		儃		480	.00609	99.80238	0203	人	13
9917	0-4DFD	E50B	䷽		480	.00609	99.80245	0101	一	9
9918	0-5801		堁		480	.00609	99.80251	0303	土	8
9919	0-613B		愻		480	.00609	99.80257	0401	心	10
9920	0-991B		餛		479	.00607	99.80263	0909	食	8
9921	0-3654		㙔		479	.00607	99.80269	0303	土	9
9922	0-7992		禒		479	.00607	99.80275	0519	示	9
9923	0-ECE0	ECE0			478	.00606	99.80281	0218	力	18
9924	0-EDE2	EDE2			478	.00606	99.80287	0625	卝	3
9925	0-86B4		蚴		478	.00606	99.80293	0625	虫	5
9926	0-6FD4		濔		478	.00606	99.80299	0425	水	14
9927	0-7B67		筧		478	.00606	99.80305	0601	竹	7
9928	0-89ED		觭		478	.00606	99.80311	0702	角	8
9929	0-9B08		鬈		477	.00605	99.80317	1004	髟	8
9930	2-2BF1	E12D	𢯱		477	.00605	99.80323	0404	手	9
9931	0-7380		玀		477	.00605	99.80329	0434	犬	19
9932	0-6CC3		泃		477	.00605	99.80336	0425	水	5
9933	0-3B20		㬠		476	.00604	99.80342	0412	日	13
9934	0-5849		塉		476	.00604	99.80348	0303	土	10
9935	0-365C		㙜		476	.00604	99.80354	0303	土	10
9936	0-6ABE		檾		476	.00604	99.8036	0415	木	14
9937	0-7322		猢		476	.00604	99.80366	0434	犬	9
9938	0-9D43		鵃		475	.00602	99.80372	1102	鳥	6
9939	0-EA57	EA57			475	.00602	99.80378	0206	亻	8
9940	0-508E		傎		475	.00602	99.80384	0203	人	10
9941	0-4DC6	E4D4	䷆		475	.00602	99.8039	0101	一	10
9942	0-4DC4	E4D2	䷄		475	.00602	99.80396	0101	一	7
9943	0-6E94		溔		475	.00602	99.80402	0425	水	10
9944	0-9657		陗		475	.00602	99.80408	0804	阜	7
9945	0-ED27	ED27			474	.00601	99.80414	0512	疒	11
9946	0-9BF7		鯷		474	.00601	99.8042	1101	魚	9
9947	0-7A48		穈		474	.00601	99.80426	0521	禾	11
9948	0-5E4E		幎		474	.00601	99.80432	0321	巾	10
9949	0-EB9B	EB9B			473	.006	99.80438	0314	彳	5
9950	0-4DF6	E504	䷶		473	.006	99.80444	0101	一	8
9951	0-6D64		浤		473	.006	99.8045	0425	水	7
9952	0-7DF0		緰		473	.006	99.80456	0603	糸	9
9953	0-EB21	EB21			472	.00598	99.80462	0326	女	16
9954	2-528D	E8B7	𥊍		472	.00598	99.80468	0515	目	11
9955	0-4DD1	E4DF	䷑		472	.00598	99.80474	0101	一	8
9956	0-88CE		裎		472	.00598	99.8048	0628	衣	7
9957	0-8783		螃		472	.00598	99.80486	0625	虫	10
9958	0-4DDC	E4EA	䷜		471	.00597	99.80492	0101	一	9
9959	0-5BCD		寍		471	.00597	99.80498	0311	宀	9
9960	0-4E90		亐		471	.00597	99.80504	0201	二	2
9961	0-5976		奶		471	.00597	99.8051	0309	女	2
9962	0-4F4C		佌		471	.00597	99.80516	0203	人	6
9963	0-69B0		榰		471	.00597	99.80522	0415	木	10
9964	0-928E		銎		471	.00597	99.80528	0801	金	6
9965	0-72B2		犲		470	.00596	99.80534	0434	犬	3
9966	0-84F2		蓲		470	.00596	99.8054	0623	艸	11
9967	0-EE99	EE99			469	.00595	99.80545	0714	辶	5
9968	0-4DCE	E4DC	䷎		469	.00595	99.80551	0101	一	10
9969	0-4DE8	E4F6	䷨		469	.00595	99.80557	0101	一	8
9970	2-3C3D	E574	𣰽		468	.00593	99.80563	0422	毛	18
9971	0-39A7		㦧		468	.00593	99.80569	0401	心	16
9972	0-6757		杗		468	.00593	99.80575	0415	木	3
9973	0-6F5D		潝		468	.00593	99.80581	0425	水	12
9974	0-4EAF		亯		467	.00592	99.80587	0202	亠	7
9975	0-53ED		叭		467	.00592	99.80593	0301	口	2
9976	0-4DE3	E4F1	䷣		467	.00592	99.80599	0101	一	9
9977	0-4DFC	E50A	䷼		467	.00592	99.80605	0101	一	7
9978	0-4DD4	E4E2	䷔		467	.00592	99.80611	0101	一	8
9979	2-5095	E8BF	𥂕		467	.00592	99.80617	0514	皿	11
9980	0-6AA1		檡		467	.00592	99.80623	0415	木	13
9981	0-6227		戧		467	.00592	99.80628	0402	戈	10
9982	0-4DE9	E4F7	䷩		466	.00591	99.80634	0101	一	8
9983	0-5437		吷		466	.00591	99.8064	0301	口	4
9984	0-8EB6		躶		466	.00591	99.80646	0712	身	8
9985	0-65F6		时		466	.00591	99.80652	0412	日	3
9986	0-5FFA		忺		466	.00591	99.80658	0401	心	4
9987	0-4DF0	E4FE	䷰		465	.0059	99.80664	0101	一	7
9988	0-7420		琠		465	.0059	99.8067	0502	玉	8
9989	0-6BFA		毺		465	.0059	99.80676	0422	毛	9
9990	0-704E		灎		465	.0059	99.80682	0425	水	23
9991	0-6D9A		涚		465	.0059	99.80687	0425	水	7
9992	2-86E6	EEBE	𨛦		464	.00588	99.80693	0717	邑	7
9993	0-3A0E		㨎		464	.00588	99.80699	0404	手	9
9994	0-8880		袀		464	.00588	99.80705	0628	衣	4
9995	0-7A83		窃		464	.00588	99.80711	0522	穴	4
9996	0-699D		榝		464	.00588	99.80717	0415	木	10
9997	0-9D7D		鵽		463	.00587	99.80723	1102	鳥	8
9998	0-5AB1		媱		463	.00587	99.80729	0309	女	10
9999	0-4DEE	E4FC	䷮		463	.00587	99.80735	0101	一	8
10000	0-4DF3	E501	䷳		462	.00586	99.8074	0101	一	9
10001	0-4E27		丧		462	.00586	99.80746	0101	一	7
10002	2-2693	E9ED	𢚓		462	.00586	99.80752	0401	心	7
10003	0-4EC3		仃		462	.00586	99.80758	0203	人	2
10004	0-4DF4	E503	䷴		462	.00586	99.80764	0101	一	8
10005	0-4DDF	E4ED	䷟		462	.00586	99.8077	0101	一	8
10006	0-6386		掆		462	.00586	99.80776	0404	手	8
10007	0-58C3		壃		461	.00585	99.80781	0303	土	13
10008	0-88E7		裧		461	.00585	99.80787	0628	衣	8
10009	0-6774		杴		461	.00585	99.80793	0415	木	4
10010	0-8C3C		谼		461	.00585	99.80799	0704	谷	6
10011	0-6486		撆		461	.00585	99.80805	0404	手	11
10012	0-6E33		渳		461	.00585	99.80811	0425	水	9
10013	0-89B8		覸		461	.00585	99.80816	0701	見	12
10014	0-5670		噰		460	.00583	99.80822	0301	口	13
10015	0-4DF5	E502	䷵		460	.00583	99.80828	0101	一	8
10016	0-8144		腄		460	.00583	99.80834	0613	肉	8
10017	0-7143		煃		460	.00583	99.8084	0426	火	9
10018	2-1883	EB1F	𡢃		459	.00582	99.80846	0309	女	12
10019	0-4DD8	E4E6	䷘		459	.00582	99.80851	0101	一	7
10020	0-57BE		垾		459	.00582	99.80857	0303	土	7
10021	0-9EE4		黤		458	.00581	99.80863	1203	黑	8
10022	0-3CC5		㳅		458	.00581	99.80869	0425	水	4
10023	0-73C5		珅		458	.00581	99.80875	0502	玉	5
10024	0-96A5		隥		458	.00581	99.8088	0804	阜	12
10025	0-782B		砫		458	.00581	99.80886	0518	石	5
10026	0-624A		扊		458	.00581	99.80892	0403	戶	8
10027	0-6958		楘		458	.00581	99.80898	0415	木	9
10028	0-8F02		輂		458	.00581	99.80904	0713	車	6
10029	0-9A56		驖		457	.00579	99.80909	1001	馬	13
10030	0-9E9A		麚		457	.00579	99.80915	1104	鹿	9
10031	0-4DF2	E500	䷲		457	.00579	99.80921	0101	一	9
10032	0-5113		儓		457	.00579	99.80927	0203	人	14
10033	0-5485		咅		456	.00578	99.80933	0301	口	5
10034	0-4096		䂖		456	.00578	99.80938	0518	石	1
10035	0-757C		畼		456	.00578	99.80944	0508	田	9
10036	0-8793		螓		456	.00578	99.8095	0625	虫	10
10037	0-9C29		鰩		455	.00577	99.80956	1101	魚	10
10038	0-9AD6		髖		455	.00577	99.80962	1002	骨	14
10039	0-4DCF	E4DD	䷏		455	.00577	99.80967	0101	一	10
10040	0-6CED		泭		455	.00577	99.80973	0425	水	5
10041	0-6AC4		櫄		455	.00577	99.80979	0415	木	14
10042	0-52BB		劻		454	.00576	99.80985	0213	力	6
10043	0-4DC3	E4D1	䷃		454	.00576	99.8099	0101	一	9
10044	0-4DC8	E4D6	䷈		454	.00576	99.80996	0101	一	6
10045	0-615C		慜		454	.00576	99.81002	0401	心	11
10046	0-9651		陑		454	.00576	99.81008	0804	阜	6
10047	0-8722		蜢		454	.00576	99.81013	0625	虫	8
10048	0-9F58		齘		453	.00574	99.81019	1501	齒	4
10049	0-54A1		咡		453	.00574	99.81025	0301	口	6
10050	0-3790		㞐		453	.00574	99.81031	0315	尸	5
10051	2-6D9C	E9FD	𦶜		453	.00574	99.81036	0623	艸	10
10052	0-5E9B		庛		453	.00574	99.81042	0324	广	6
10053	0-7B07		笇		453	.00574	99.81048	0601	竹	4
10054	0-4E02		丂		452	.00573	99.81054	0101	一	1
10055	0-4DDE	E4EC	䷞		452	.00573	99.81059	0101	一	8
10056	0-4DE2	E4F0	䷢		452	.00573	99.81065	0101	一	9
10057	0-5B3F		嬿		452	.00573	99.81071	0309	女	16
10058	0-859F		薟		452	.00573	99.81076	0623	艸	13
10059	0-6D13		洓		452	.00573	99.81082	0425	水	6
10060	0-EC0C	EC0C			451	.00572	99.81088	0413	日	2
10061	2-6D54	EDFB	𦵔		451	.00572	99.81094	0623	艸	9
10062	0-3AEA		㫪		451	.00572	99.81099	0412	日	6
10063	0-5B1D		嬝		451	.00572	99.81105	0309	女	13
10064	0-733B		猻		451	.00572	99.81111	0434	犬	10
10065	0-6678		晸		451	.00572	99.81117	0412	日	9
10066	0-EA42	EA42			450	.00571	99.81122	0413	日	7
10067	2-79AC	EE4C	𧦬		450	.00571	99.81128	0703	言	5
10068	0-43F6		䏶		450	.00571	99.81134	0613	肉	7
10069	0-861E		蘞		450	.00571	99.81139	0623	艸	17
10070	0-9639		阹		450	.00571	99.81145	0804	阜	5
10071	0-98E5		飥		449	.00569	99.81151	0909	食	3
10072	0-9F76		齶		449	.00569	99.81156	1501	齒	9
10073	0-50C4		僄		449	.00569	99.81162	0203	人	11
10074	0-4DEC	E4FA	䷬		449	.00569	99.81168	0101	一	9
10075	0-54BC		咼		449	.00569	99.81174	0301	口	5
10076	0-6D0F		洏		449	.00569	99.81179	0425	水	6
10077	0-9C4F		鱏		448	.00568	99.81185	1101	魚	12
10078	0-4DD5	E4E3	䷕		448	.00568	99.81191	0101	一	8
10079	0-4DC5	E4D3	䷅		448	.00568	99.81196	0101	一	7
10080	0-5D83		嶃		448	.00568	99.81202	0317	山	11
10081	0-7A6F		穯		448	.00568	99.81208	0521	禾	15
10082	0-6592		斒		448	.00568	99.81213	0407	文	9
10083	0-9848		顈		447	.00567	99.81219	0906	頁	8
10084	0-9D8A		鶊		447	.00567	99.81225	1102	鳥	8
10085	0-4DFA	E508	䷺		447	.00567	99.8123	0101	一	8
10086	0-542A		吪		447	.00567	99.81236	0301	口	4
10087	0-3E84		㺄		447	.00567	99.81242	0434	犬	9
10088	0-89E1		觡		447	.00567	99.81247	0702	角	6
10089	0-86CB		蛋		447	.00567	99.81253	0625	虫	5
10090	0-EE24	EE24			446	.00565	99.81259	0421	爫	10
10091	0-EBA7	EBA7			446	.00565	99.81264	0432	忄	4
10092	0-51D8		凘		446	.00565	99.8127	0209	冫	12
10093	0-590C		夌		446	.00565	99.81276	0306	夊	5
10094	0-4DEF	E4FD	䷯		446	.00565	99.81281	0101	一	8
10095	0-4DF8	E506	䷸		446	.00565	99.81287	0101	一	7
10096	0-4DED	E4FB	䷭		446	.00565	99.81293	0101	一	9
10097	0-8C77		豷		446	.00565	99.81298	0706	豕	12
10098	0-6962		楢		445	.00564	99.81304	0415	木	9
10099	0-72E2		狢		445	.00564	99.81309	0434	犬	6
10100	0-87DB		蟛		445	.00564	99.81315	0625	虫	12
10101	0-98E6		飦		444	.00563	99.81321	0909	食	3
10102	0-70CB		烋		444	.00563	99.81326	0426	火	6
10103	0-83A4		莤		444	.00563	99.81332	0623	艸	7
10104	0-8C39		谹		444	.00563	99.81338	0704	谷	4
10105	0-64A2		撢		444	.00563	99.81343	0404	手	12
10106	2-41CD	ECC7	𤇍		443	.00562	99.81349	0426	火	5
10107	2-2ACE	EBDB	𢫎		443	.00562	99.81355	0404	手	5
10108	0-8E5B		蹛		443	.00562	99.8136	0711	足	11
10109	0-76C9		盉		443	.00562	99.81366	0514	皿	5
10110	0-93E2		鏢		443	.00562	99.81371	0801	金	11
10111	0-70CA		烊		443	.00562	99.81377	0426	火	6
10112	0-864D		虍		443	.00562	99.81383	0624	虍	0
10113	0-537E		卾		442	.0056	99.81388	0220	卩	9
10114	0-5698		嚘		442	.0056	99.81394	0301	口	15
10115	0-4DD9	E4E7	䷙		442	.0056	99.81399	0101	一	7
10116	0-487E		䡾		442	.0056	99.81405	0713	車	20
10117	0-7A6E		穮		442	.0056	99.81411	0521	禾	15
10118	0-7F3F		缿		442	.0056	99.81416	0604	缶	6
10119	0-66DA		曚		442	.0056	99.81422	0412	日	13
10120	0-6A52		橒		442	.0056	99.81427	0415	木	12
10121	0-825A		艚		442	.0056	99.81433	0620	舟	11
10122	0-657B		敻		442	.0056	99.81439	0406	攴	11
10123	0-4DFF	E50D	䷿		441	.00559	99.81444	0101	一	8
10124	2-9FFE	EF1E	𩿾		441	.00559	99.8145	1102	鳥	5
10125	0-5602		嘂		441	.00559	99.81455	0301	口	11
10126	0-4DE4	E4F2	䷤		441	.00559	99.81461	0101	一	7
10127	0-6498		撘		441	.00559	99.81467	0404	手	12
10128	0-6C61		污		441	.00559	99.81472	0425	水	3
10129	0-774A		睊		441	.00559	99.81478	0515	目	7
10130	0-E79F	E79F			440	.00558	99.81483	0625	卄	5
10131	0-9ED3		黓		440	.00558	99.81489	1203	黑	3
10132	0-4DFB	E509	䷻		440	.00558	99.81495	0101	一	8
10133	0-410D		䄍		440	.00558	99.815	0519	示	8
10134	0-58C8		壈		440	.00558	99.81506	0303	土	13
10135	0-6053		恓		440	.00558	99.81511	0401	心	6
10136	0-78A8		碨		440	.00558	99.81517	0518	石	9
10137	0-8CAD		貭		440	.00558	99.81522	0708	貝	4
10138	0-6A15		樕		440	.00558	99.81528	0415	木	11
10139	0-6A28		樨		440	.00558	99.81534	0415	木	12
10140	0-60BA		悺		440	.00558	99.81539	0401	心	8
10141	0-EB7B	EB7B			439	.00557	99.81545	0318	广	12
10142	0-9D33		鴳		439	.00557	99.8155	1102	鳥	6
10143	0-4DC9	E4D7	䷉		439	.00557	99.81556	0101	一	6
10144	0-58BC		墼		439	.00557	99.81561	0303	土	13
10145	0-4DE7	E4F5	䷧		439	.00557	99.81567	0101	一	9
10146	0-6A3F		樿		439	.00557	99.81573	0415	木	12
10147	0-6B31		欱		439	.00557	99.81578	0416	欠	6
10148	0-65DD		旝		439	.00557	99.81584	0410	方	15
10149	0-9138		鄸		439	.00557	99.81589	0717	邑	13
10150	0-536A		卪		438	.00555	99.81595	0220	卩	1
10151	0-7869		硩		438	.00555	99.816	0518	石	7
10152	0-8181		膁		438	.00555	99.81606	0613	肉	10
10153	0-4DE6	E4F4	䷦		437	.00554	99.81611	0101	一	9
10154	0-5CFF		峿		437	.00554	99.81617	0317	山	7
10155	0-8319		茙		437	.00554	99.81623	0623	艸	6
10156	0-45B5		䖵		436	.00553	99.81628	0625	虫	6
10157	0-3B4A		㭊		436	.00553	99.81634	0415	木	4
10158	0-7458		瑘		436	.00553	99.81639	0502	玉	8
10159	0-6BE8		毨		436	.00553	99.81645	0422	毛	6
10160	0-EAA3	EAA3			435	.00552	99.8165	0202	厂	13
10161	0-98C6		飆		435	.00552	99.81656	0907	風	12
10162	0-6FC4		濄		435	.00552	99.81661	0425	水	11
10163	0-8EC3		軃		435	.00552	99.81667	0712	身	12
10164	0-6630		昰		435	.00552	99.81672	0412	日	5
10165	0-8ED1		軑		435	.00552	99.81678	0713	車	3
10166	0-8103		脃		435	.00552	99.81683	0613	肉	6
10167	0-5FE9		忩		435	.00552	99.81689	0401	心	4
10168	0-5A5E		婞		434	.0055	99.81694	0309	女	8
10169	0-4E3E		举		434	.0055	99.817	0103	丶	8
10170	0-4411		䐑		434	.0055	99.81705	0613	肉	9
10171	0-8497		蒗		434	.0055	99.81711	0623	艸	10
10172	0-908D		邍		434	.0055	99.81716	0716	辵	16
10173	0-750B		甋		434	.0055	99.81722	0504	瓦	11
10174	0-7500		甀		434	.0055	99.81727	0504	瓦	8
10175	0-77F4		矴		434	.0055	99.81733	0518	石	2
10176	0-71C2		燂		434	.0055	99.81738	0426	火	12
10177	0-99CF		駏		433	.00549	99.81744	1001	馬	4
10178	0-99EC		駬		433	.00549	99.81749	1001	馬	6
10179	0-E791	E791			433	.00549	99.81755	0625	卄	7
10180	0-9BA7		鮧		433	.00549	99.8176	1101	魚	6
10181	0-5C53		屓		433	.00549	99.81766	0315	尸	7
10182	0-73D3		珓		433	.00549	99.81771	0502	玉	6
10183	0-6F34		漴		433	.00549	99.81777	0425	水	11
10184	0-746E		瑮		433	.00549	99.81782	0502	玉	10
10185	0-74A5		璥		433	.00549	99.81788	0502	玉	12
10186	0-EE78	EE78			432	.00548	99.81793	0711		4
10187	0-34EA		㓪		432	.00548	99.81799	0212	刀	6
10188	2-437D	E59E	𤍽		432	.00548	99.81804	0426	火	11
10189	0-40EE		䃮		432	.00548	99.8181	0518	石	12
10190	0-7758		睘		432	.00548	99.81815	0515	目	8
10191	0-90F2		郲		432	.00548	99.81821	0717	邑	8
10192	0-644E		摎		432	.00548	99.81826	0404	手	11
10193	0-88B2		袲		432	.00548	99.81832	0628	衣	6
10194	2-0BB5	E7DE	𠮵		431	.00546	99.81837	0301	口	3
10195	0-6E93		溓		431	.00546	99.81842	0425	水	10
10196	0-81F0		臰		431	.00546	99.81848	0615	自	6
10197	0-63D5		揕		431	.00546	99.81853	0404	手	9
10198	0-88ED		裭		431	.00546	99.81859	0628	衣	8
10199	0-8A7E		詾		431	.00546	99.81864	0703	言	6
10200	0-9C37		鰷		430	.00545	99.8187	1101	魚	10
10201	0-98E4		飤		430	.00545	99.81875	0909	食	2
10202	0-4FD3		俓		430	.00545	99.81881	0203	人	7
10203	0-5702		圂		430	.00545	99.81886	0302	囗	7
10204	0-9351		鍑		430	.00545	99.81892	0801	金	9
10205	0-967C		陼		430	.00545	99.81897	0804	阜	8
10206	0-9F04		鼄		429	.00544	99.81902	1301	黽	6
10207	2-6A23	E226	𦨣		429	.00544	99.81908	0620	舟	5
10208	0-582E		堮		429	.00544	99.81913	0303	土	9
10209	0-53B9		厹		429	.00544	99.81919	0222	厶	2
10210	2-84CF	E2B4	𨓏		429	.00544	99.81924	0716	辵	7
10211	0-6DAB		涫		429	.00544	99.8193	0425	水	8
10212	0-EEA6	EEA6			428	.00543	99.81935	0714	辶	9
10213	2-5CFD	E20D	𥳽		428	.00543	99.81941	0601	竹	12
10214	0-5C74		屴		428	.00543	99.81946	0317	山	2
10215	0-6A8D		檍		428	.00543	99.81951	0415	木	13
10216	0-7A19		稙		428	.00543	99.81957	0521	禾	8
10217	0-9EF2		黲		427	.00541	99.81962	1203	黑	11
10218	2-4791	E0D5	𤞑		427	.00541	99.81968	0434	犬	6
10219	0-5C03		尃		427	.00541	99.81973	0312	寸	7
10220	0-760B		瘋		427	.00541	99.81978	0510	疒	9
10221	0-6032		怲		427	.00541	99.81984	0401	心	5
10222	0-889C		袜		427	.00541	99.81989	0628	衣	5
10223	0-98F6		飶		426	.0054	99.81995	0909	食	5
10224	0-5ABB		媻		426	.0054	99.82	0309	女	10
10225	0-4DF7	E505	䷷		426	.0054	99.82005	0101	一	8
10226	0-5E09		帉		426	.0054	99.82011	0321	巾	4
10227	0-4569		䕩		426	.0054	99.82016	0623	艸	16
10228	0-570C		圌		426	.0054	99.82022	0302	囗	9
10229	0-85FE		藾		426	.0054	99.82027	0623	艸	16
10230	0-7623		瘣		426	.0054	99.82032	0510	疒	9
10231	0-5E8C		庌		426	.0054	99.82038	0324	广	4
10232	0-8976		襶		426	.0054	99.82043	0628	衣	17
